GEMS Station Number;Local Station Number;Country Name;Water Type;Station Identifier;Station Narrative;Water Body Name;Main Basin;Upstream Basin Area;Elevation;Monitoring Type;Date Station Opened;Responsible Collection Agency;Latitude;Longitude;River Width;Discharge;Max. Depth;Lake Area;Lake Volume;Average Retention;Area of Aquifer;Depth of Impermeable Lining;Production Zone;Mean Abstraction Rate;Mean Abstraction Level
MEX05624;OCPNO4601W1;Mexico;Lake station;SISTEMA LAGUNAR CEUTA 1;CEUTA LAGOON SYSTEM 1;;;;-1;IMPACT;;Comisión Nacional del Agua;23,9312;-106,97966;;;;;;;;;;;
MEX05625;OCPNO4602W1;Mexico;Lake station;SISTEMA LAGUNAR CEUTA 2;LAGOON SYSTEM CEUTA 2;;;;0;IMPACT;;Comisión Nacional del Agua;23,99353;-107,05099;;;;;;;;;;;
MEX05626;OCPNO4607;Mexico;Wetland station;DESEMBOCADURA RIO PIAXTLA;PIAXTLA RIVER MOUTH;;;;5;IMPACT;;Comisión Nacional del Agua;23,70954;-106,80186;;;;;;;;;;;
MEX05627;OCPNO4626;Mexico;Lake station;LAGUNA HUIZACHE-CAIMANERO 3;LAGOON HUIZACHE-CAIMANERO 3;;;;5;IMPACT;;Comisión Nacional del Agua;23,08092;-106,27328;;;;;;;;;;;
MEX05628;OCPNO4627;Mexico;Wetland station;DESEMBOCADURA RIO PRESIDIO;PRESIDIO RIVER MOUTH;;;;2;IMPACT;;Comisión Nacional del Agua;23,09396;-106,29271;;;;;;;;;;;
MEX05629;OCPNO4628W1;Mexico;Lake station;LAGUNA HUIZACHE 5;LAGOON HUIZACHE 5;;;;2;IMPACT;;Comisión Nacional del Agua;23,08386;-106,22345;;;;;;;;;;;
MEX05630;OCPNO4629W1;Mexico;Lake station;LAGUNA HUIZACHE 6;LAGOON HUIZACHE 6;;;;2;IMPACT;;Comisión Nacional del Agua;23,07756;-106,22041;;;;;;;;;;;
MEX05631;OCPNO4630;Mexico;Lake station;LAGUNA HUIZACHE-CAIMANERO 2;LAGOON HUIZACHE-CAIMANERO 2;;;;3;IMPACT;;Comisión Nacional del Agua;23,06021;-106,22343;;;;;;;;;;;
MEX05632;OCPNO4631W1;Mexico;Lake station;LAGUNA HUIZACHE 4;HUIZACHE LAGOON 4;;;;1;IMPACT;;Comisión Nacional del Agua;23,00431;-106,13561;;;;;;;;;;;
MEX05633;OCPNO4632;Mexico;Lake station;LAGUNA HUIZACHE 3;HUIZACHE LAGOON 3;;;;1;IMPACT;;Comisión Nacional del Agua;22,99297;-106,08501;;;;;;;;;;;
MEX05634;OCPNO4633;Mexico;Lake station;LAGUNA HUIZACHE 2;HUIZACHE LAGOON 2;;;;-1;IMPACT;;Comisión Nacional del Agua;22,98663;-106,05202;;;;;;;;;;;
MEX05635;OCPNO4634;Mexico;Lake station;LAGUNA HUIZACHE 1;HUIZACHE LAGOON 1;;;;1;IMPACT;;Comisión Nacional del Agua;22,90899;-106,07588;;;;;;;;;;;
MEX05636;OCPNO4634M1;Mexico;Lake station;LAGUNA HUIZACHE 1;HUIZACHE LAGOON 1;;;;3;IMPACT;;Comisión Nacional del Agua;22,90504;-106,07928;;;;;;;;;;;
MEX05637;OCPNO4635;Mexico;Lake station;BOCA SISTEMA LAGUNAR HUIZACHE-CAIMANERO;HUIZACHE-CAIMANERO LAGOON SYSTEM MOUTH;;;;3;IMPACT;;Comisión Nacional del Agua;22,88119;-106,06549;;;;;;;;;;;
MEX05638;OCPNO4636;Mexico;Lake station;LAGUNA HUIZACHE-CAIMANERO 1;LAGOON HUIZACHE-CAIMANERO 1;;;;4;IMPACT;;Comisión Nacional del Agua;22,8546;-106,02782;;;;;;;;;;;
MEX05639;OCPNO4637;Mexico;River station;RIO BALUARTE 1;BALUARTE RIVER 1;;;;3;IMPACT;;Comisión Nacional del Agua;22,83919;-106,03631;;;;;;;;;;;
MEX05640;OCPNO4637M1;Mexico;Wetland station;RIO BALUARTE 1;BALUARTE RIVER 1;;;;4;IMPACT;;Comisión Nacional del Agua;22,84368;-106,00972;;;;;;;;;;;
MEX05641;OCPNO4638;Mexico;Wetland station;DESEMBOCADURA RIO BALUARTE;BALUARTE RIVER MOUTH;;;;1;IMPACT;;Comisión Nacional del Agua;22,83593;-106,03548;;;;;;;;;;;
MEX05642;OCPNO4644;Mexico;Lake station;LAGUNA AGUA GRANDE 8;LAGOON AGUA GRANDE 8;;;;5;IMPACT;;Comisión Nacional del Agua;22,73527;-105,70441;;;;;;;;;;;
MEX05643;OCPNO4645;Mexico;Lake station;LAGUNA AGUA GRANDE 6;BIG WATER LAGOON 6;;;;0;IMPACT;;Comisión Nacional del Agua;22,72438;-105,70355;;;;;;;;;;;
MEX05644;OCPNO4646;Mexico;Lake station;LAGUNA AGUA GRANDE 3;LARGE WATER LAGOON 3;;;;4;IMPACT;;Comisión Nacional del Agua;22,71033;-105,73499;;;;;;;;;;;
MEX05645;OCPNO4648;Mexico;Lake station;LAGUNA AGUA GRANDE 1;LARGE WATER LAGOON 1;;;;3;IMPACT;;Comisión Nacional del Agua;22,6605;-105,7132;;;;;;;;;;;
MEX05646;OCPNO4649;Mexico;Lake station;LAGUNA AGUA GRANDE 7;LAGOON AGUA GRANDE 7;;;;2;IMPACT;;Comisión Nacional del Agua;22,70278;-105,70295;;;;;;;;;;;
MEX05647;OCPNO4657;Mexico;Wetland station;ENTRADA ESTERO LA SIRENA;LA SIRENA ESTERO ENTRANCE;;;;0;IMPACT;;Comisión Nacional del Agua;23,21239;-106,3815;;;;;;;;;;;
MEX05648;OCPNO4658;Mexico;River station;MAZ INDUSTRIAL, S.A. DE C.V. (FRENTE A LA DESCARGA);MAZ INDUSTRIAL, S.A. DE C.V. (IN FRONT OF DISCHARGE);;;;4;IMPACT;;Comisión Nacional del Agua;23,21271;-106,37751;;;;;;;;;;;
MEX05649;OCPNO4661;Mexico;Wetland station;ESTERO DE URIAS-PARQUE BONFIL;URIAS ESTERO-BONFIL PARK;;;;0;IMPACT;;Comisión Nacional del Agua;23,21197;-106,39478;;;;;;;;;;;
MEX05650;OCPNO4662;Mexico;River station;ESTERO EL INFIERNILLO-PUENTE JUAREZ;ESTERO EL INFIERNILLO-PUENTE JUAREZ;;;;4;IMPACT;;Comisión Nacional del Agua;23,21257;-106,40622;;;;;;;;;;;
MEX05651;OCPNO4665;Mexico;Wetland station;PUERTO DE MAZATLAN TRES;PORT OF MAZATLAN THREE;;;;1;IMPACT;;Comisión Nacional del Agua;23,20842;-106,39896;;;;;;;;;;;
MEX05652;OCPNO6534;Mexico;River station;Concordia;Concord;;;;505;IMPACT;;Comisión Nacional del Agua;23,42240278;-105,9185361;;;;;;;;;;;
MEX05653;OCPNO6535;Mexico;River station;El Rosario;The rosary;;;;85;IMPACT;;Comisión Nacional del Agua;23,20628889;-105,9003139;;;;;;;;;;;
MEX05654;OCPNO6547;Mexico;River station;RIO HUMAYA-GUATENIPA;HUMAYA RIVER-GUATENIPA;;;;204;IMPACT;;Comisión Nacional del Agua;25,303333;-107,254167;;;;;;;;;;;
MEX05655;OCPNO6548;Mexico;River station;RIO HUMAYA-LOS NEGRITOS;HUMAYA RIVER-LOS NEGRITOS;;;;195;IMPACT;;Comisión Nacional del Agua;25,311667;-107,282222;;;;;;;;;;;
MEX05656;OCPNO6549;Mexico;River station;RIO HUMAYA-MORIRATO;HUMAYA-MORIRATO RIVER;;;;182;IMPACT;;Comisión Nacional del Agua;25,328611;-107,334167;;;;;;;;;;;
MEX05657;OCPNO6550;Mexico;River station;RIO SAN LORENZO;SAINT LAWRENCE RIVER;;;;257;IMPACT;;Comisión Nacional del Agua;24,655084;-106,689188;;;;;;;;;;;
MEX05658;OCPNO6551;Mexico;Groundwater station;POZO DE AGUA EL PROFESOR PONCHO;WATER WELL PROFESSOR PONCHO;;;;376;IMPACT;;Comisión Nacional del Agua;24,404791;-106,690903;;;;;;;;;;;
MEX05659;OCPNO6552;Mexico;Groundwater station;POZO DE AGUA EL AZAFRAN;EL AZAFRAN WATER WELL;;;;384;IMPACT;;Comisión Nacional del Agua;24,404218;-106,696613;;;;;;;;;;;
MEX05660;OCPSU4725;Mexico;River station;DESEMBOCADURA RIO TEHUANTEPEC 1;TEHUANTEPEC RIVER MOUTH 1;;;;6;IMPACT;;Comisión Nacional del Agua;16,188929;-95,145938;;;;;;;;;;;
MEX05661;OCPSU4730;Mexico;River station;AQUASISTEMA SALINA CRUZ, S.A. DE C.V. (AGUAS ARRIBA);AQUASISTEMA SALINA CRUZ, S.A. DE C.V. (UPSTREAM);;;;4;IMPACT;;Comisión Nacional del Agua;16,181483;-95,156737;;;;;;;;;;;
MEX05662;OCPSU4731;Mexico;River station;AQUASISTEMA SALINA CRUZ, S.A. DE C.V. (AGUAS ABAJO);AQUASISTEMA SALINA CRUZ, S.A. DE C.V. (DOWNSTREAM);;;;5;IMPACT;;Comisión Nacional del Agua;16,18339;-95,15385;;;;;;;;;;;
MEX05663;OCPSU4751;Mexico;Lake station;LAGUNA SUPERIOR INFERIOR 2;UPPER LOWER LAGOON 2;;;;5;IMPACT;;Comisión Nacional del Agua;16,2255;-95,0315;;;;;;;;;;;
MEX05664;OCPSU4751M1;Mexico;Lake station;LAGUNA SUPERIOR 2;UPPER LAGOON 2;;;;-9999;IMPACT;;Comisión Nacional del Agua;16,24087222;-95,09960833;;;;;;;;;;;
MEX05665;OCPSU4752;Mexico;Lake station;LAGUNA SUPERIOR 1;UPPER LAGOON 1;;;;2;IMPACT;;Comisión Nacional del Agua;16,3282;-95,0257;;;;;;;;;;;
MEX05666;OCPSU4760;Mexico;Lake station;LAGUNA COLORADA 2;COLORED LAGOON 2;;;;11;IMPACT;;Comisión Nacional del Agua;15,9584;-95,5772;;;;;;;;;;;
MEX05667;OCPSU4760M1;Mexico;Lake station;LAGUNA BOCA DEL RIO 1;RIVER MOUTH LAGOON 1;;;;2;IMPACT;;Comisión Nacional del Agua;16,19259;-95,16608;;;;;;;;;;;
MEX05668;OCPSU4761;Mexico;Lake station;LAGUNA COLORADA;COLORED LAGOON;;;;11;IMPACT;;Comisión Nacional del Agua;15,9625;-95,5783;;;;;;;;;;;
MEX05669;OCPSU4761M1;Mexico;Lake station;LAGUNA BOCA DEL RIO 2;RIVER MOUTH LAGOON 2;;;;4;IMPACT;;Comisión Nacional del Agua;16,18356;-95,15802;;;;;;;;;;;
MEX05670;OCPSU4762;Mexico;Lake station;LAGUNA COLORADA 1;COLORED LAGOON 1;;;;9;IMPACT;;Comisión Nacional del Agua;15,95660556;-95,57585833;;;;;;;;;;;
MEX05671;OCPSU4764;Mexico;Lake station;LAGUNA COLORADA2;COLORED LAGOON2;;;;0;IMPACT;;Comisión Nacional del Agua;15,9666;-95,5588;;;;;;;;;;;
MEX05672;OCPSU4771;Mexico;River station;DESEMBOCADURA RIO ZIMATAN SEG 57 1 ISA 10B;ZIMATAN RIVER MOUTH SEG 57 1 ISA 10B;;;;33;IMPACT;;Comisión Nacional del Agua;15,8142;-95,9847;;;;;;;;;;;
MEX05673;OCPSU4772;Mexico;River station;DESEMBOCADURA RIO ZIMATAN SEG 57 2 ISA 10B;ZIMATAN RIVER MOUTH SEG 57 2 ISA 10B;;;;6;IMPACT;;Comisión Nacional del Agua;15,8148;-95,9826;;;;;;;;;;;
MEX05674;OCPSU4777;Mexico;Wetland station;DESEMBOCADURA DEL RIO COPALITA SEG 56 ISA 10B;MOUTH OF THE COPALITA RIVER SEG 56 ISA 10B;;;;2;IMPACT;;Comisión Nacional del Agua;15,78922;-96,04955;;;;;;;;;;;
MEX05675;OCPSU4789W1;Mexico;Lake station;CUENCAS Y CORALES DE LA ZONA COSTERA DE HUATULCO 6;BASINS AND CORALS OF THE COASTAL AREA OF HUATULCO 6;;;;12;IMPACT;;Comisión Nacional del Agua;15,7332;-96,1588;;;;;;;;;;;
MEX05676;OCPSU4792W1;Mexico;Lake station;CUENCAS Y CORALES DE LA ZONA COSTERA DE HUATULCO 3;BASINS AND CORALS OF THE COASTAL AREA OF HUATULCO 3;;;;7;IMPACT;;Comisión Nacional del Agua;15,7233;-96,1664;;;;;;;;;;;
MEX05677;OCPSU4802;Mexico;Wetland station;DESEMBOCADURA RIO TONAMECA;TONAMECA RIVER MOUTH;;;;8;IMPACT;;Comisión Nacional del Agua;15,6881;-96,6116;;;;;;;;;;;
MEX05678;OCPSU4803;Mexico;Wetland station;DESEMBOCADURA RIO TONAMECA A PLAYA VENTANILLA SEG 52 ISA 10B;TONAMECA RIVER MOUTH TO VENTANILLA BEACH SEG 52 ISA 10B;;;;8;IMPACT;;Comisión Nacional del Agua;15,6806;-96,6115;;;;;;;;;;;
MEX05679;OCPSU4822;Mexico;Lake station;LAGUNA MANIALTEPEC 1;MANIALTEPEC LAGOON 1;;;;11;IMPACT;;Comisión Nacional del Agua;15,9368;-97,1602;;;;;;;;;;;
MEX05680;OCPSU4823;Mexico;Lake station;LAGUNA (MANIALTEPEC) 3;LAGOON (MANIALTEPEC) 3;;;;11;IMPACT;;Comisión Nacional del Agua;15,9291;-97,1658;;;;;;;;;;;
MEX05681;OCPSU4824;Mexico;Lake station;LAGUNA MANIALTEPEC CENTRO;MANIALTEPEC LAGOON DOWNTOWN;;;;8;IMPACT;;Comisión Nacional del Agua;15,9378;-97,1842;;;;;;;;;;;
MEX05682;OCPSU4825;Mexico;Lake station;LAGUNA MANIALTEPEC 2;MANIALTEPEC LAGOON 2;;;;12;IMPACT;;Comisión Nacional del Agua;15,94961;-97,21349;;;;;;;;;;;
MEX05683;OCPSU4826;Mexico;Lake station;BOCABARRA LAGUNA MANIALTEPEC;BOCABARRA LAGOON MANIALTEPEC;;;;2;IMPACT;;Comisión Nacional del Agua;15,92912;-97,23565;;;;;;;;;;;
MEX05684;OCPSU4832;Mexico;Wetland station;DESEMBOCADURA DEL RIO GRANDE AL MAR1 SEG 47 ISA10B;MOUTH OF THE RIO GRANDE TO THE SEA1 SEG 47 ISA10B;;;;4;IMPACT;;Comisión Nacional del Agua;15,954577;-97,477787;;;;;;;;;;;
MEX05685;OCPSU4834;Mexico;Lake station;BOCA BARRA LAGUNA PASTORIA;MOUTH BARRA LAGUNA PASTORIA;;;;27;IMPACT;;Comisión Nacional del Agua;15,96973;-97,53949;;;;;;;;;;;
MEX05686;OCPSU4835;Mexico;Lake station;LAGUNA PASTORIA;PASTORIA LAGOON;;;;5;IMPACT;;Comisión Nacional del Agua;15,9857;-97,57188;;;;;;;;;;;
MEX05687;OCPSU4836;Mexico;Lake station;LAGUNA PASTORIA 2;PASTORIA LAGOON 2;;;;6;IMPACT;;Comisión Nacional del Agua;15,97719;-97,57488;;;;;;;;;;;
MEX05688;OCPSU4836M1;Mexico;Lake station;LAGUNA PASTORIA 2;PASTORIA LAGOON 2;;;;4;IMPACT;;Comisión Nacional del Agua;15,983572;-97,552594;;;;;;;;;;;
MEX05689;OCPSU4839;Mexico;Lake station;LAGUNA PASTORIA 3;PASTORIA LAGOON 3;;;;7;IMPACT;;Comisión Nacional del Agua;15,98722;-97,63125;;;;;;;;;;;
MEX05690;OCPSU4840;Mexico;Lake station;LAGUNA DE CHACAHUA 1;CHACAHUA LAGOON 1;;;;3;IMPACT;;Comisión Nacional del Agua;15,98773;-97,66087;;;;;;;;;;;
MEX05691;OCPSU4841;Mexico;Lake station;LAGUNA DE CHACAHUA 2;CHACAHUA LAGOON 2;;;;3;IMPACT;;Comisión Nacional del Agua;15,99115;-97,6853;;;;;;;;;;;
MEX05692;OCPSU4842;Mexico;Lake station;LAGUNA CHACAHUA CENTRO;CHACAHUA LAGOON CENTER;;;;3;IMPACT;;Comisión Nacional del Agua;15,98009;-97,6946;;;;;;;;;;;
MEX05693;OCPSU4843;Mexico;Lake station;LAGUNA DE CHACAHUA  3;CHACAHUA LAGOON 3;;;;4;IMPACT;;Comisión Nacional del Agua;15,97697;-97,70243;;;;;;;;;;;
MEX05694;OCPSU4843M1;Mexico;Lake station;LAGUNA DE CHACAHUA  3;CHACAHUA LAGOON 3;;;;7;IMPACT;;Comisión Nacional del Agua;15,970513;-97,684313;;;;;;;;;;;
MEX05695;OCPSU4845;Mexico;Wetland station;BOCA BARRA LAGUNA CHACAHUA;MOUTH BARRA LAGOON CHACAHUA;;;;12;IMPACT;;Comisión Nacional del Agua;15,96614;-97,67709;;;;;;;;;;;
MEX05696;OCPSU4846;Mexico;Lake station;LAGUNA DE CHACAHUA  4;CHACAHUA LAGOON 4;;;;5;IMPACT;;Comisión Nacional del Agua;15,98366;-97,73183;;;;;;;;;;;
MEX05697;OCPSU4847;Mexico;Wetland station;DESEMBOCADURA RIO VERDE1;VERDE RIVER MOUTH1;;VERDE;;1;IMPACT;;Comisión Nacional del Agua;15,98629;-97,7868;;;;;;;;;;;
MEX05698;OCPSU4848;Mexico;River station;DESEMBOCADURA RIO VERDE2;VERDE RIVER MOUTH2;;;;4;IMPACT;;Comisión Nacional del Agua;15,98525;-97,78974;;;;;;;;;;;
MEX05699;OCPSU4860;Mexico;Lake station;LAGUNA PASTORIA 1;PASTORIA LAGOON 1;;;;10;IMPACT;;Comisión Nacional del Agua;16,012802;-97,588741;;;;;;;;;;;
MEX05700;OCPSU4860M1;Mexico;Lake station;LAGUNA PASTORIA 1;PASTORIA LAGOON 1;;;;5;IMPACT;;Comisión Nacional del Agua;16,009801;-97,601275;;;;;;;;;;;
MEX05701;OCPSU4861;Mexico;Lake station;LAGUNA EL CORRALERO;LAGOON THE CORRALERO;;BALSAS;;5;IMPACT;;Comisión Nacional del Agua;16,23391;-98,18968;;;;;;;;;;;
MEX05702;OCPSU4871;Mexico;Lake station;AFLUENTE-LAGUNA ORIENTAL;TRIBUTARY-EASTERN LAGOON;;;;0;IMPACT;;Comisión Nacional del Agua;16,286088;-94,565319;;;;;;;;;;;
MEX05703;OCPSU4874;Mexico;Lake station;LAGUNA INFERIOR 6;LOWER LAGOON 6;;;;-9999;IMPACT;;Comisión Nacional del Agua;16,314856;-94,59056;;;;;;;;;;;
MEX05704;OCPSU4875;Mexico;Lake station;LAGUNA INFERIOR 9;LOWER LAGOON 9;;;;-9999;IMPACT;;Comisión Nacional del Agua;16,345114;-94,617731;;;;;;;;;;;
MEX05705;OCPSU4876;Mexico;Lake station;LAGUNA INFERIOR 1;LOWER LAGOON 1;;;;-9999;IMPACT;;Comisión Nacional del Agua;16,356725;-94,645579;;;;;;;;;;;
MEX05706;OCPSU4877;Mexico;Lake station;LAGUNA INFERIOR (GUAMUCHIL);LOWER LAGOON (GUAMUCHIL);;;;2;IMPACT;;Comisión Nacional del Agua;16,363285;-94,667756;;;;;;;;;;;
MEX05707;OCPSU4878;Mexico;Lake station;LAGUNA INFERIOR 4;LOWER LAGOON 4;;;;-9999;IMPACT;;Comisión Nacional del Agua;16,272408;-94,628346;;;;;;;;;;;
MEX05708;OCPSU4879;Mexico;Lake station;BOCABARRA LAGUNA;MOUTH BARRA LAGOON;;;;-9999;IMPACT;;Comisión Nacional del Agua;16,274178;-94,811461;;;;;;;;;;;
MEX05709;OCPSU4880;Mexico;Lake station;BOCABARRA LAGUNA INFERIOR (GUAMUCHIL);BOCABARRA LOWER LAGOON (GUAMUCHIL);;;;-9999;IMPACT;;Comisión Nacional del Agua;16,232132;-94,749083;;;;;;;;;;;
MEX05710;OCPSU4881;Mexico;Lake station;LAGUNA ORIENTAL CENTRO;EASTERN LAGOON CENTER;;;;0;IMPACT;;Comisión Nacional del Agua;16,25395;-94,586239;;;;;;;;;;;
MEX05711;OCPSU4882;Mexico;Lake station;LAGUNA INFERIOR CENTRO;CENTER LOWER LAGOON;;;;-9999;IMPACT;;Comisión Nacional del Agua;16,27569;-94,726569;;;;;;;;;;;
MEX05712;OCPSU4883;Mexico;Lake station;LAGUNA SUPERIOR 7;UPPER LAGOON 7;;;;-9999;IMPACT;;Comisión Nacional del Agua;16,316269;-94,910766;;;;;;;;;;;
MEX05713;OCPSU4884;Mexico;Lake station;LAGUNA SUPERIOR 2;UPPER LAGOON 2;;;;-9999;IMPACT;;Comisión Nacional del Agua;16,365629;-94,957306;;;;;;;;;;;
MEX05714;OCPSU4885;Mexico;Lake station;LAGUNA SUPERIOR 11;UPPER LAGOON 11;;;;1;IMPACT;;Comisión Nacional del Agua;16,418988;-94,919469;;;;;;;;;;;
MEX05715;OCPSU4886;Mexico;Lake station;LAGUNA SUPERIOR 3;UPPER LAGOON 3;;;;1;IMPACT;;Comisión Nacional del Agua;16,421142;-94,88163;;;;;;;;;;;
MEX05716;OCPSU4887;Mexico;Lake station;LAGUNA SUPERIOR 10;UPPER LAGOON 10;;;;-9999;IMPACT;;Comisión Nacional del Agua;16,40099;-94,829239;;;;;;;;;;;
MEX05717;OCPSU4888;Mexico;Lake station;LAGUNA SUPERIOR (SAN DIONICIO DEL MAR);SUPERIOR LAGOON (SAN DIONICIO DEL MAR);;;;5;IMPACT;;Comisión Nacional del Agua;16,364155;-94,807381;;;;;;;;;;;
MEX05718;OCPSU4889;Mexico;Lake station;LAGUNA SUPERIOR 8;UPPER LAGOON 8;;;;1;IMPACT;;Comisión Nacional del Agua;16,334525;-94,77941;;;;;;;;;;;
MEX05719;OCPSU6517;Mexico;Reservoir station;PRESA DE RECARGA;RELOADING DAM;;VERDE;;1544;IMPACT;;Comisión Nacional del Agua;16,69986;-96,70023;;;;;;;;;;;
MEX05720;OCPSU6522;Mexico;Groundwater station;SAN MARTÍN LOS CANSECO;SAN MARTIN LOS CANSECO;;VERDE;;1516;IMPACT;;Comisión Nacional del Agua;16,65004;-96,73783;;;;;;;;;;;
MEX05721;OCPSU6530;Mexico;Reservoir station;Presa el Bayito;Bayito Dam;;VERDE;;1577;IMPACT;;Comisión Nacional del Agua;16,680647;-96,69395;;;;;;;;;;;
MEX05722;OCPSU6546;Mexico;Groundwater station;SANTA LUCIA OCOTLAN;SANTA LUCIA OCOTLAN;;VERDE;;1520;IMPACT;;Comisión Nacional del Agua;16,7425;-96,6813;;;;;;;;;;;
MEX05723;OCPYU4891;Mexico;Lake station;M1 MANATI;M1 MANATEE;;;;5;IMPACT;;Comisión Nacional del Agua;21,2175;-86,824638;;;;;;;;;;;
MEX05724;OCPYU4892;Mexico;Lake station;M2 MANATI;M2 MANATI;;;;4;IMPACT;;Comisión Nacional del Agua;21,22639;-86,820007;;;;;;;;;;;
MEX05725;OCPYU4893;Mexico;Lake station;M3 MANATI;M3 MANATEE;;;;3;IMPACT;;Comisión Nacional del Agua;21,22944;-86,825987;;;;;;;;;;;
MEX05726;OCPYU4894;Mexico;Lake station;M4 MANATI;M4 MANATEE;;;;3;IMPACT;;Comisión Nacional del Agua;21,22667;-86,829167;;;;;;;;;;;
MEX05727;OCPYU4895;Mexico;Lake station;M5 MANATI;M5 MANATEE;;;;2;IMPACT;;Comisión Nacional del Agua;21,235;-86,833885;;;;;;;;;;;
MEX05728;OCPYU4896;Mexico;Lake station;M7 MANATI;M7 MANATEE;;;;2;IMPACT;;Comisión Nacional del Agua;21,24167;-86,84;;;;;;;;;;;
MEX05729;OCPYU4897;Mexico;Lake station;M6 MANATI;M6 MANATEE;;;;3;IMPACT;;Comisión Nacional del Agua;21,24806;-86,839167;;;;;;;;;;;
MEX05730;OCPYU4898;Mexico;Lake station;L1 CHACMOCHUC;L1 CHACMOCHUC;;;;-9999;IMPACT;;Comisión Nacional del Agua;21,258333;-86,8375;;;;;;;;;;;
MEX05731;OCPYU4899;Mexico;Lake station;L2 CHACMOCHUC;L2 CHACMOCHUC;;;;-9999;IMPACT;;Comisión Nacional del Agua;21,28417;-86,837222;;;;;;;;;;;
MEX05732;OCPYU4900;Mexico;Lake station;L3 CHACMOCHUC;L3 CHACMOCHUC;;;;-9999;IMPACT;;Comisión Nacional del Agua;21,30083;-86,84861;;;;;;;;;;;
MEX05733;OCPYU4901;Mexico;Lake station;L4 CHACMOCHUC;L4 CHACMOCHUC;;;;-9999;IMPACT;;Comisión Nacional del Agua;21,32;-86,827778;;;;;;;;;;;
MEX05734;OCPYU4902;Mexico;Lake station;L5 CHACMOCHUC;L5 CHACMOCHUC;;;;-9999;IMPACT;;Comisión Nacional del Agua;21,33353;-86,858611;;;;;;;;;;;
MEX05735;OCPYU4903;Mexico;Lake station;L7 CHACMOCHUC;L7 CHACMOCHUC;;;;-9999;IMPACT;;Comisión Nacional del Agua;21,35167;-86,838889;;;;;;;;;;;
MEX05736;OCPYU4904;Mexico;Lake station;L6 CHACMOCHUC;L6 CHACMOCHUC;;;;-9999;IMPACT;;Comisión Nacional del Agua;21,3522;-86,816944;;;;;;;;;;;
MEX05737;OCPYU4905;Mexico;Lake station;L8 CHACMOCHUC;L8 CHACMOCHUC;;;;-9999;IMPACT;;Comisión Nacional del Agua;21,38444;-86,825;;;;;;;;;;;
MEX05738;OCPYU4906;Mexico;Lake station;L9 CHACMOCHUC;L9 CHACMOCHUC;;;;-9999;IMPACT;;Comisión Nacional del Agua;21,38444;-86,852778;;;;;;;;;;;
MEX05739;OCPYU4907;Mexico;Wetland station;HUMEDAL DE IMPORTANCIA ESPECIALMENTE PARA LA CONSERVACION DE AVES ACUATICAS RESERVA RIA LAGARTOS 1;WETLAND OF IMPORTANCE ESPECIALLY FOR THE CONSERVATION OF WATERBIRDS RESERVE RIA LAGARTOS 1;;;;2;IMPACT;;Comisión Nacional del Agua;21,47786;-87,48804;;;;;;;;;;;
MEX05740;OCPYU4909;Mexico;Wetland station;HUMEDAL DE IMPORTANCIA ESPECIALMENTE PARA LA CONSERVACION DE AVES ACUATICAS RESERVA RIA LAGARTOS 2;WETLAND OF IMPORTANCE ESPECIALLY FOR THE CONSERVATION OF WATERBIRDS RESERVE RIA LAGARTOS 2;;;;1;IMPACT;;Comisión Nacional del Agua;21,57138;-87,86494;;;;;;;;;;;
MEX05741;OCPYU4910;Mexico;Wetland station;HUMEDAL DE IMPORTANCIA ESPECIALMENTE PARA LA CONSERVACION DE AVES ACUATICAS RESERVA RIA LAGARTOS 3;WETLAND OF IMPORTANCE ESPECIALLY FOR THE CONSERVATION OF WATERBIRDS RESERVE RIA LAGARTOS 3;;;;1;IMPACT;;Comisión Nacional del Agua;21,59196;-87,91356;;;;;;;;;;;
MEX05742;OCPYU4968;Mexico;Wetland station;RESERVA DE LA BIOSFERA RIA CELESTUN 3;RIA CELESTUN 3 BIOSPHERE RESERVE;;;;1;IMPACT;;Comisión Nacional del Agua;20,9332;-90,34974;;;;;;;;;;;
MEX05743;OCPYU4969;Mexico;Wetland station;RESERVA DE LA BIOSFERA RIA CELESTUN 1;RIA CELESTUN 1 BIOSPHERE RESERVE;;;;2;IMPACT;;Comisión Nacional del Agua;20,91112;-90,35282;;;;;;;;;;;
MEX05744;OCPYU4970;Mexico;Wetland station;RESERVA DE LA BIOSFERA;BIOSPHERE RESERVE;;;;0;IMPACT;;Comisión Nacional del Agua;20,888298;-90,354485;;;;;;;;;;;
MEX05745;OCPYU4971;Mexico;Wetland station;RESERVA DE LA BIOSFERA RIA CELESTUN 2;RIA CELESTUN 2 BIOSPHERE RESERVE;;;;7;IMPACT;;Comisión Nacional del Agua;20,84683;-90,3815;;;;;;;;;;;
MEX05746;OCPYU4972;Mexico;Wetland station;RESERVA DE LA BIOSFERA CELESTUN;CELESTUN BIOSPHERE RESERVE;;;;1;IMPACT;;Comisión Nacional del Agua;20,8579;-90,38184;;;;;;;;;;;
MEX05747;OCRBR5024M1;Mexico;River station;HYLSA, S.A. DE C.V. (AGUAS ABAJO);HYLSA, S.A. DE C.V. (DOWNSTREAM);;RIO GRANDE (GULF OF MEXICO);;460;IMPACT;;Comisión Nacional del Agua;25,75868;-100,23286;;;;;;;;;;;
